time,50km/S1/100mh/200ohm,50km/S1/100mh/5ohm,50km/S1/160mh/0.01ohm,50km/S1/160mh/200ohm,50km/S1/160mh/25ohm,50km/S1/160mh/5ohm,50km/S1/40mh/200ohm,550km/S1/100mh/5ohm,550km/S1/160mh/0.01ohm,550km/S1/160mh/200ohm,550km/S1/160mh/25ohm,550km/S1/160mh/5ohm,700km/S1/160mh/0.01ohm,700km/S1/160mh/200ohm,700km/S1/160mh/25ohm,700km/S1/160mh/5ohm
2.544,0.255298878215,0.231085621414,-0.0058669377706,0.257768737005,0.0942595846618,0.0163365805049,0.257768737005,0.441358399731,0.473127497708,0.280757159969,0.291240581067,0.418096374538,0.625532451712,0.288883093581,0.346707431541,0.545927782714
2.545,0.250123479527,0.277996353361,0.120439546188,0.253290307707,0.154839555416,0.123570475223,0.253290307707,0.437079571087,0.515063341583,0.277523869591,0.29497803791,0.456810054928,0.6137467991,0.286467427227,0.350656296213,0.538994353264
2.546,0.246475697554,0.315065795147,0.229011940257,0.248854789086,0.204896231091,0.217920798312,0.248854789086,0.428880096472,0.533217271,0.273968224733,0.29261229764,0.469013748933,0.572126519243,0.283711899046,0.341087164371,0.503056287294
2.547,0.243306430946,0.386181997023,0.303943994066,0.244656829256,0.232301838518,0.280939875584,0.244656829256,0.438942768866,0.534337694928,0.270787783519,0.284795702419,0.458298223672,0.532113742079,0.281159862973,0.326954321954,0.469187001206
2.548,0.23963413384,0.464305037191,0.35811529474,0.240546376592,0.250292025625,0.314611727689,0.240546376592,0.452024298531,0.527700934424,0.266437278188,0.279696081911,0.449525705029,0.505902669533,0.277630928248,0.31289403559,0.447153230401
2.549,0.23789965234,0.527672849338,0.455638288473,0.236764548963,0.263820600404,0.382601442369,0.236764548963,0.449661678374,0.52550562596,0.262318264069,0.277006097744,0.449709595803,0.478929080149,0.274798972855,0.29589113958,0.423255658627
2.55,0.236574148427,0.578865339026,0.56140639182,0.234279941244,0.278905102807,0.466857346422,0.234279941244,0.450344351912,0.520679405726,0.259732130424,0.276315652692,0.451201260453,0.442289132646,0.272579114494,0.276856234837,0.38974182971
2.551,0.235368686667,0.614161827757,0.659096727128,0.23196502563,0.294811563351,0.546843741321,0.23196502563,0.447324679441,0.506010166079,0.257544311281,0.276693277442,0.444288243316,0.394202990547,0.269880026294,0.261575518682,0.3546524916
2.552,0.23569786915,0.625004541686,0.729000008883,0.230136168629,0.311675857278,0.60576774919,0.230136168629,0.438245027408,0.490237422465,0.255946456158,0.279392156647,0.43051972541,0.33376268317,0.267502548777,0.249751094298,0.310044601844
2.553,0.234949877126,0.625271571791,0.771012714211,0.22926774187,0.323829944827,0.642587932411,0.22926774187,0.432723998008,0.481383619479,0.254121764498,0.283954210552,0.422459277155,0.273266390299,0.264901698822,0.240715034724,0.268784338655
2.554,0.234632806681,0.632777381143,0.796644047708,0.229557519955,0.333996703983,0.66549373482,0.229557519955,0.418015651303,0.480936752632,0.252623424041,0.286929955334,0.42010841658,0.232854890236,0.262134971578,0.234429183368,0.24055625564
2.555,0.23574355988,0.639434703292,0.806913697076,0.230836233836,0.351318846971,0.674987163957,0.230836233836,0.373707204399,0.469686988565,0.251322813333,0.28510633448,0.411598289913,0.21872290963,0.260589650565,0.231995660382,0.229086729348
2.556,0.235323215784,0.626913033689,0.808813257662,0.231703802775,0.366324323272,0.681324616899,0.231703802775,0.313781692626,0.442334715267,0.250117493578,0.28374324689,0.395180402048,0.214125972742,0.259793862144,0.231815194941,0.228564556415
2.557,0.236105582833,0.605177025542,0.800468598473,0.232532837111,0.369133912414,0.679696875323,0.232532837111,0.275596385106,0.405745682031,0.249814741407,0.283104210854,0.375185882057,0.208476885367,0.260381662559,0.233247008472,0.228111027421
2.558,0.23683244706,0.583984566529,0.77683587512,0.233877874067,0.370490188421,0.666042259602,0.233877874067,0.257451526999,0.351090595689,0.251573794917,0.281448648395,0.33673791992,0.202890749406,0.262102087604,0.234732958058,0.22560163913
2.559,0.236301771903,0.560999335331,0.741569541077,0.233898569679,0.369579777355,0.642855511416,0.233898569679,0.245533740523,0.292223322663,0.25284881496,0.272351856824,0.290522912083,0.194868421091,0.26338792719,0.235047235071,0.2199232356
2.56,0.236398896822,0.535242635872,0.699263172224,0.234696340848,0.361984605517,0.610301291019,0.234696340848,0.237660352197,0.257762916199,0.253690099522,0.266250558867,0.264056420316,0.184132508387,0.264151704441,0.235988258987,0.213394202043
2.561,0.236258540099,0.503907672,0.653957801286,0.235135920775,0.353002264363,0.571325099111,0.235135920775,0.221805639317,0.24912537015,0.255300408306,0.26363118669,0.258207149474,0.170492840118,0.265637880919,0.238424006166,0.20729383701
2.562,0.234820862887,0.461322641635,0.60510481667,0.235380599669,0.335469265682,0.531057258702,0.235380599669,0.205398992421,0.24531312402,0.255529719676,0.263025478061,0.257716071177,0.154291414418,0.26510222077,0.24071320277,0.202610048754
2.563,0.233921306237,0.406479977443,0.554123385448,0.234820548215,0.313352080028,0.489292605441,0.234820548215,0.191373362261,0.232115192294,0.255835373968,0.260913126835,0.249868252191,0.141467868313,0.265106566646,0.244134575172,0.199039000736
2.564,0.232503326527,0.347905152512,0.500995956886,0.23362142059,0.292182017705,0.446371257136,0.23362142059,0.182869122907,0.209282007073,0.25543962811,0.257693639986,0.233527242016,0.134674694336,0.264899094798,0.248766661225,0.197096847224
2.565,0.230890519404,0.293503710234,0.442436474193,0.231931984516,0.272404824559,0.400509270197,0.231931984516,0.181762977788,0.177998435634,0.254806286864,0.254930629829,0.214432679227,0.133491386601,0.264104852342,0.252694855423,0.195538751348
2.566,0.230320719126,0.253637422974,0.388785792751,0.230301947183,0.26401224096,0.35832150565,0.230301947183,0.185874677782,0.145242459239,0.254238043718,0.252400903127,0.198604468291,0.138396240059,0.263577565043,0.254609447874,0.195008235607
2.567,0.228900860452,0.234163329246,0.334280863551,0.228434610414,0.254375220664,0.315551092868,0.228434610414,0.187963776388,0.116388124513,0.254413989179,0.250352525585,0.184872585269,0.145624739003,0.264014849316,0.255309269118,0.193307071985
2.568,0.227651339583,0.22166505752,0.282212536652,0.226755508981,0.246820217739,0.276888461518,0.226755508981,0.187380072155,0.10019214785,0.255633883046,0.249899253374,0.176710485623,0.147496207578,0.26598728936,0.255266801423,0.189364582165
2.569,0.22774622467,0.207198990266,0.244192616654,0.226994999761,0.242710561665,0.250423274538,0.226994999761,0.184458696945,0.102841316413,0.25687599667,0.250398934047,0.17698562175,0.140550231727,0.267350324591,0.254152431819,0.1839240736
2.57,0.227912029144,0.192395402383,0.218886266364,0.227953526404,0.240835386126,0.230593970282,0.227953526404,0.178400420242,0.105944006086,0.257053988961,0.248671700615,0.177596404843,0.132835680804,0.268006518914,0.252212201857,0.180007538786
2.571,0.230055189023,0.179518876112,0.196676415196,0.229935865462,0.239335648265,0.218884266555,0.229935865462,0.175011341223,0.0972788596346,0.257559930857,0.246096432795,0.174470843416,0.134430524565,0.268095835703,0.250690333528,0.179783871438
2.572,0.23294419291,0.168003251554,0.163061707243,0.231468274947,0.238862645211,0.203182880828,0.231468274947,0.178099846641,0.0853310805891,0.258283689108,0.244969120114,0.168944608907,0.153625155428,0.267892882035,0.249653111893,0.183727329517
2.573,0.23485560908,0.155182025308,0.119476583881,0.233152731946,0.237900672608,0.18517503831,0.233152731946,0.18321259454,0.0806832741889,0.258185139983,0.244799882955,0.164979394702,0.173968757704,0.267379076788,0.247939921289,0.191413984075
2.574,0.237252973002,0.146548616515,0.0788842064692,0.235186452558,0.237659565552,0.163766390513,0.235186452558,0.190409338048,0.0795810091105,0.258770986936,0.24500074829,0.162114913699,0.192573711917,0.267322113517,0.247048392855,0.202583508066
2.575,0.239408425732,0.13799093358,0.0416125946538,0.237330307263,0.23841486751,0.14579311113,0.237330307263,0.201097424329,0.0982961806671,0.259790078342,0.24712105443,0.169894377963,0.209068008589,0.267306968026,0.247200618467,0.21584813062
2.576,0.240933497486,0.127960973358,0.0156912934684,0.239102396498,0.239717716469,0.129059415476,0.239102396498,0.21134803368,0.133405281884,0.260520162655,0.249098676604,0.183202645783,0.226977158337,0.267650682842,0.249775086633,0.229507484524
2.577,0.242953949062,0.121864201164,-1.73926959968e-05,0.241162316879,0.242542577331,0.119848232798,0.241162316879,0.224354465048,0.168308987048,0.261391970265,0.251576590413,0.195126155812,0.244578400481,0.268699218679,0.253191479999,0.243441924598
