Domain, Ia2
2.499,0.245158679194
2.5,0.245469204309
2.501,0.245351259144
2.502,0.245763430218
2.503,0.436333237248
2.504,0.776822438803
2.505,1.20808540115
2.506,1.31571886855
2.507,1.26734329475
2.508,1.12422080078
2.509,0.901699439844
2.51,0.639579888512
2.511,0.476911401138
2.512,0.481059484114
2.513,0.504893308554
2.514,0.465078427704
2.515,0.418849538142
2.516,0.414103730824
2.517,0.397198520193
2.518,0.331279726267
2.519,0.273415867135
2.52,0.239535145929
2.521,0.204646542328
2.522,0.167890121572
2.523,0.16274005732
2.524,0.167465246515
2.525,0.133405545773
2.526,0.0415448131601
2.527,-0.0626491086541
2.528,-0.124832852563
2.529,-0.139358521474
2.53,-0.113198831057
2.531,-0.0617768684438
2.532,-0.024044046528
2.533,-0.0234656356144
2.534,-0.0392676376813
2.535,-0.0118988000852
2.536,0.0801145569022
2.537,0.203034288562
2.538,0.293775931743
2.539,0.355827298609
2.54,0.42334530299
2.541,0.46882631414
2.542,0.494263203126
2.543,0.522220449786
2.544,0.545927782714
2.545,0.538994353264
2.546,0.503056287294
2.547,0.469187001206
2.548,0.447153230401
2.549,0.423255658627
2.55,0.38974182971
2.551,0.3546524916
2.552,0.310044601844
2.553,0.268784338655
2.554,0.24055625564
2.555,0.229086729348
2.556,0.228564556415
2.557,0.228111027421
2.558,0.22560163913
2.559,0.2199232356
2.56,0.213394202043
2.561,0.20729383701
2.562,0.202610048754
2.563,0.199039000736
2.564,0.197096847224
2.565,0.195538751348
2.566,0.195008235607
2.567,0.193307071985
2.568,0.189364582165
2.569,0.1839240736
2.57,0.180007538786
2.571,0.179783871438
2.572,0.183727329517
2.573,0.191413984075
2.574,0.202583508066
2.575,0.21584813062
2.576,0.229507484524
2.577,0.243441924598
2.578,0.256892852216
2.579,0.268685397106
2.58,0.27924150373
2.581,0.288873645233
2.582,0.297912481491
2.583,0.303707900753
2.584,0.304148231328
2.585,0.2988209703
2.586,0.291818610237
2.587,0.284124341885
2.588,0.277883505208
2.589,0.272885756023
2.59,0.268606428626
2.591,0.264251007243
2.592,0.259317974673
2.593,0.255027036312
2.594,0.252160458575
2.595,0.250159246509
2.596,0.250046082802
2.597,0.252071189379
2.598,0.255004189883
2.599,0.259112763368
2.6,0.262409979972
2.601,0.264445831813
