Domain, Ia2
2.499,0.245158679194
2.5,0.245469204309
2.501,0.245351259144
2.502,0.245763430218
2.503,0.398516559932
2.504,0.690886444744
2.505,1.05989491747
2.506,1.14761786239
2.507,1.11145066648
2.508,0.998237836649
2.509,0.809174510837
2.51,0.57811130755
2.511,0.427897348118
2.512,0.414287755776
2.513,0.43034600624
2.514,0.409344125304
2.515,0.393174791894
2.516,0.41340112204
2.517,0.423643882526
2.518,0.398988242997
2.519,0.358539745338
2.52,0.320099819773
2.521,0.281282795783
2.522,0.255399500736
2.523,0.254801508863
2.524,0.256069376756
2.525,0.234781256923
2.526,0.180613707225
2.527,0.115419755038
2.528,0.0619020700727
2.529,0.0364796265685
2.53,0.0426984658625
2.531,0.0670209535822
2.532,0.0920210101814
2.533,0.0982093182704
2.534,0.0983997872735
2.535,0.111681116717
2.536,0.161287623271
2.537,0.224621935047
2.538,0.268280725433
2.539,0.283113522005
2.54,0.299398439624
2.541,0.313097759513
2.542,0.321890230377
2.543,0.332131485044
2.544,0.346707431541
2.545,0.350656296213
2.546,0.341087164371
2.547,0.326954321954
2.548,0.31289403559
2.549,0.29589113958
2.55,0.276856234837
2.551,0.261575518682
2.552,0.249751094298
2.553,0.240715034724
2.554,0.234429183368
2.555,0.231995660382
2.556,0.231815194941
2.557,0.233247008472
2.558,0.234732958058
2.559,0.235047235071
2.56,0.235988258987
2.561,0.238424006166
2.562,0.24071320277
2.563,0.244134575172
2.564,0.248766661225
2.565,0.252694855423
2.566,0.254609447874
2.567,0.255309269118
2.568,0.255266801423
2.569,0.254152431819
2.57,0.252212201857
2.571,0.250690333528
2.572,0.249653111893
2.573,0.247939921289
2.574,0.247048392855
2.575,0.247200618467
2.576,0.249775086633
2.577,0.253191479999
2.578,0.257532338708
2.579,0.261042056736
2.58,0.262969586618
2.581,0.263636540529
2.582,0.264216667777
2.583,0.265103900424
2.584,0.265725130245
2.585,0.264979644309
2.586,0.263723409705
2.587,0.262062411096
2.588,0.259491511604
2.589,0.256159153033
2.59,0.253502906352
2.591,0.251227999916
2.592,0.249498154032
2.593,0.248974187301
2.594,0.249368569022
2.595,0.249609515729
2.596,0.250563546199
2.597,0.251532705953
2.598,0.252295117912
2.599,0.253130994894
2.6,0.25410965553
2.601,0.254223680612
