Domain, Ia2
2.499,0.245158679194
2.5,0.245469204309
2.501,0.245351259144
2.502,0.245763430218
2.503,0.290889621163
2.504,0.414682178577
2.505,0.571041693401
2.506,0.60574049379
2.507,0.60111213724
2.508,0.57784831001
2.509,0.506424613928
2.51,0.404313767316
2.511,0.330751574872
2.512,0.303629923639
2.513,0.30630661241
2.514,0.312440018808
2.515,0.326686768916
2.516,0.354695444714
2.517,0.389319538327
2.518,0.419712213017
2.519,0.436685279924
2.52,0.436478398795
2.521,0.408148588157
2.522,0.36050588215
2.523,0.329262654207
2.524,0.321702869205
2.525,0.322616478168
2.526,0.321585317419
2.527,0.319115492297
2.528,0.318176006174
2.529,0.319224223478
2.53,0.320368507536
2.531,0.320840486831
2.532,0.317707771056
2.533,0.310659321062
2.534,0.302491442533
2.535,0.29678106773
2.536,0.296108430185
2.537,0.297577385337
2.538,0.299303499153
2.539,0.299935372961
2.54,0.29880868898
2.541,0.296319103665
2.542,0.292731774604
2.543,0.290332209934
2.544,0.288883093581
2.545,0.286467427227
2.546,0.283711899046
2.547,0.281159862973
2.548,0.277630928248
2.549,0.274798972855
2.55,0.272579114494
2.551,0.269880026294
2.552,0.267502548777
2.553,0.264901698822
2.554,0.262134971578
2.555,0.260589650565
2.556,0.259793862144
2.557,0.260381662559
2.558,0.262102087604
2.559,0.26338792719
2.56,0.264151704441
2.561,0.265637880919
2.562,0.26510222077
2.563,0.265106566646
2.564,0.264899094798
2.565,0.264104852342
2.566,0.263577565043
2.567,0.264014849316
2.568,0.26598728936
2.569,0.267350324591
2.57,0.268006518914
2.571,0.268095835703
2.572,0.267892882035
2.573,0.267379076788
2.574,0.267322113517
2.575,0.267306968026
2.576,0.267650682842
2.577,0.268699218679
2.578,0.269735011018
2.579,0.270552238711
2.58,0.270217739565
2.581,0.268980758085
2.582,0.268080850843
2.583,0.26690771362
2.584,0.264983885038
2.585,0.2630110802
2.586,0.262511228846
2.587,0.26234999913
2.588,0.262624506433
2.589,0.261712653596
2.59,0.261758200438
2.591,0.26196844185
2.592,0.260831434058
2.593,0.260432880941
2.594,0.260156775678
2.595,0.259831501488
2.596,0.260053018466
2.597,0.260576181658
2.598,0.260667432286
2.599,0.260199787679
2.6,0.259817096605
2.601,0.258362135105
