Domain, Ia2
2.499,0.245311436826
2.5,0.245324865148
2.501,0.453557410291
2.502,0.610494685329
2.503,0.643581509873
2.504,0.640991747616
2.505,0.639353262462
2.506,0.635251532421
2.507,0.63213744941
2.508,0.624930863121
2.509,0.588118424806
2.51,0.5454565969
2.511,0.516145239589
2.512,0.499303965695
2.513,0.514421728449
2.514,0.539570966227
2.515,0.561922550054
2.516,0.565932328893
2.517,0.561494363969
2.518,0.558412660081
2.519,0.524668845462
2.52,0.47913557781
2.521,0.427883540201
2.522,0.362984651888
2.523,0.31697887007
2.524,0.306164714454
2.525,0.306569013295
2.526,0.306975695084
2.527,0.305368168451
2.528,0.300409874478
2.529,0.294407442413
2.53,0.292328104
2.531,0.291099567461
2.532,0.290558197612
2.533,0.288494390737
2.534,0.284572176892
2.535,0.282577291233
2.536,0.280933490092
2.537,0.277895867436
2.538,0.276012099853
2.539,0.273584379328
2.54,0.270248186068
2.541,0.266940858104
2.542,0.26190982967
2.543,0.257928407535
2.544,0.255298878215
2.545,0.250123479527
2.546,0.246475697554
2.547,0.243306430946
2.548,0.23963413384
2.549,0.23789965234
2.55,0.236574148427
2.551,0.235368686667
2.552,0.23569786915
2.553,0.234949877126
2.554,0.234632806681
2.555,0.23574355988
2.556,0.235323215784
2.557,0.236105582833
2.558,0.23683244706
2.559,0.236301771903
2.56,0.236398896822
2.561,0.236258540099
2.562,0.234820862887
2.563,0.233921306237
2.564,0.232503326527
2.565,0.230890519404
2.566,0.230320719126
2.567,0.228900860452
2.568,0.227651339583
2.569,0.22774622467
2.57,0.227912029144
2.571,0.230055189023
2.572,0.23294419291
2.573,0.23485560908
2.574,0.237252973002
2.575,0.239408425732
2.576,0.240933497486
2.577,0.242953949062
2.578,0.243442309187
2.579,0.244075404199
2.58,0.244452406424
2.581,0.244383504405
2.582,0.244881375417
2.583,0.245543399727
2.584,0.245959957875
2.585,0.247510771555
2.586,0.248892448345
2.587,0.248922416334
2.588,0.249505272164
2.589,0.250559868394
2.59,0.251587206014
2.591,0.25351466549
2.592,0.254836006509
2.593,0.256467772723
2.594,0.25809998751
2.595,0.258318811414
2.596,0.259384336639
2.597,0.259749075072
2.598,0.259875841411
2.599,0.260128710385
2.6,0.259718481119
2.601,0.259296012779
