Domain, Ia2
2.499,0.245105669627
2.5,0.245247655873
2.501,0.401268411352
2.502,0.893572697268
2.503,1.14163482043
2.504,1.25600540977
2.505,1.29448957709
2.506,1.29807836226
2.507,1.28719219595
2.508,1.27184617406
2.509,1.23360801632
2.51,1.13160560772
2.511,0.955756542114
2.512,0.78916629968
2.513,0.715965375621
2.514,0.753930228703
2.515,0.854331506303
2.516,0.961958005559
2.517,1.03807626645
2.518,1.06522736793
2.519,1.03490211414
2.52,0.945575512077
2.521,0.794857155372
2.522,0.577093672542
2.523,0.291232026331
2.524,0.0259247684592
2.525,-0.186860942989
2.526,-0.370063536139
2.527,-0.483721035139
2.528,-0.536517409282
2.529,-0.555108521527
2.53,-0.567399164955
2.531,-0.562081810944
2.532,-0.549966544447
2.533,-0.514070319176
2.534,-0.451901655691
2.535,-0.391052024263
2.536,-0.356663603765
2.537,-0.324497695952
2.538,-0.305833125385
2.539,-0.296469741894
2.54,-0.265883834314
2.541,-0.218783053066
2.542,-0.152528817261
2.543,-0.0761902328174
2.544,0.0163365805049
2.545,0.123570475223
2.546,0.217920798312
2.547,0.280939875584
2.548,0.314611727689
2.549,0.382601442369
2.55,0.466857346422
2.551,0.546843741321
2.552,0.60576774919
2.553,0.642587932411
2.554,0.66549373482
2.555,0.674987163957
2.556,0.681324616899
2.557,0.679696875323
2.558,0.666042259602
2.559,0.642855511416
2.56,0.610301291019
2.561,0.571325099111
2.562,0.531057258702
2.563,0.489292605441
2.564,0.446371257136
2.565,0.400509270197
2.566,0.35832150565
2.567,0.315551092868
2.568,0.276888461518
2.569,0.250423274538
2.57,0.230593970282
2.571,0.218884266555
2.572,0.203182880828
2.573,0.18517503831
2.574,0.163766390513
2.575,0.14579311113
2.576,0.129059415476
2.577,0.119848232798
2.578,0.116109533808
2.579,0.11220257873
2.58,0.112421553253
2.581,0.120047155417
2.582,0.131737735054
2.583,0.143315251999
2.584,0.157511298095
2.585,0.180151650215
2.586,0.195129304942
2.587,0.204311498878
2.588,0.212729851425
2.589,0.222771786436
2.59,0.231967306757
2.591,0.241796455238
2.592,0.25131490565
2.593,0.260072927534
2.594,0.268771609733
2.595,0.277329688964
2.596,0.284687810355
2.597,0.291294944823
2.598,0.295632978222
2.599,0.298273271091
2.6,0.299307532964
2.601,0.298966607217
