Domain, Ia2
2.499,0.2451881228
2.5,0.245544316312
2.501,0.245478808699
2.502,0.246426013928
2.503,0.55060292394
2.504,1.00961108525
2.505,1.18250277774
2.506,1.20315833291
2.507,1.13509778459
2.508,0.946269742676
2.509,0.734822664525
2.51,0.617447301788
2.511,0.567744161863
2.512,0.542511144364
2.513,0.538758001244
2.514,0.551666857872
2.515,0.565782823067
2.516,0.562757839197
2.517,0.516104577499
2.518,0.438110235304
2.519,0.37720162567
2.52,0.357904951011
2.521,0.365624059431
2.522,0.369262345895
2.523,0.340646829032
2.524,0.284744878581
2.525,0.201563236479
2.526,0.109651250574
2.527,0.010772506717
2.528,-0.0525251353413
2.529,-0.0756392306716
2.53,-0.0726347195023
2.531,-0.066170452302
2.532,-0.0674417006395
2.533,-0.0585143586696
2.534,-0.0415469031776
2.535,-0.000627120477461
2.536,0.057817907439
2.537,0.131743092409
2.538,0.183944223005
2.539,0.227910116566
2.54,0.254020321241
2.541,0.264919903848
2.542,0.274067799262
2.543,0.283880607045
2.544,0.291240581067
2.545,0.29497803791
2.546,0.29261229764
2.547,0.284795702419
2.548,0.279696081911
2.549,0.277006097744
2.55,0.276315652692
2.551,0.276693277442
2.552,0.279392156647
2.553,0.283954210552
2.554,0.286929955334
2.555,0.28510633448
2.556,0.28374324689
2.557,0.283104210854
2.558,0.281448648395
2.559,0.272351856824
2.56,0.266250558867
2.561,0.26363118669
2.562,0.263025478061
2.563,0.260913126835
2.564,0.257693639986
2.565,0.254930629829
2.566,0.252400903127
2.567,0.250352525585
2.568,0.249899253374
2.569,0.250398934047
2.57,0.248671700615
2.571,0.246096432795
2.572,0.244969120114
2.573,0.244799882955
2.574,0.24500074829
2.575,0.24712105443
2.576,0.249098676604
2.577,0.251576590413
2.578,0.254309033412
2.579,0.258305016316
2.58,0.261891633504
2.581,0.264908684823
2.582,0.266931602294
2.583,0.268039908583
2.584,0.267698401559
2.585,0.265793466692
2.586,0.264146718787
2.587,0.261620913712
2.588,0.258564424225
2.589,0.255483596569
2.59,0.253188293557
2.591,0.251503565584
2.592,0.250199712346
2.593,0.250565150354
2.594,0.252035874964
2.595,0.253205389953
2.596,0.255645218469
2.597,0.25759944378
2.598,0.259406884159
2.599,0.260254863446
2.6,0.261176661378
2.601,0.261307784579
