Domain, Vbus
2.499,314.756084284
2.5,314.754818363
2.501,314.701949324
2.502,314.209156036
2.503,-23.958879066
2.504,15.3549729999
2.505,42.8373479051
2.506,49.4797117317
2.507,68.8896974875
2.508,113.252599923
2.509,43.2422949959
2.51,-6.2680338913
2.511,-31.0019462977
2.512,-50.1205639797
2.513,-48.9617361318
2.514,3.35514331344
2.515,45.8352589036
2.516,75.1740370682
2.517,87.8282167147
2.518,69.9999296854
2.519,22.5500338464
2.52,-18.8558441283
2.521,-48.7781719414
2.522,-63.6561403424
2.523,-58.4778082447
2.524,-41.2313389114
2.525,-34.6608598314
2.526,-41.1162327013
2.527,-58.1894311595
2.528,-75.3514494024
2.529,-83.911208772
2.53,-76.3207034266
2.531,-55.719753504
2.532,-30.0032977083
2.533,-5.07648492787
2.534,11.6241537015
2.535,21.7716712676
2.536,27.5231096797
2.537,34.2137234007
2.538,36.3884140897
2.539,37.9768988538
2.54,34.1762482434
2.541,24.9861724549
2.542,14.5321830165
2.543,6.7774761341
2.544,1.88981637415
2.545,0.69091660432
2.546,3.33047085397
2.547,6.02023849677
2.548,8.2279347948
2.549,9.461634957
2.55,9.9108202217
2.551,9.74605435255
2.552,9.89123312439
2.553,10.3797678098
2.554,10.2384323295
2.555,8.84011010772
2.556,7.21065839658
2.557,5.54445438766
2.558,3.21260108154
2.559,-0.167661071947
2.56,-1.60662168938
2.561,-2.19610068712
2.562,-2.21026781225
2.563,-1.53436721072
2.564,0.335614788416
2.565,1.35624330716
2.566,1.79113640299
2.567,1.57227822624
2.568,1.28530054321
2.569,0.760155449984
2.57,0.311511324569
2.571,0.0420425651892
2.572,0.485711027983
2.573,1.28040250792
2.574,2.19394853527
2.575,3.54529724526
2.576,4.70609267068
2.577,5.70346850751
2.578,6.27475036667
2.579,6.66190947751
2.58,6.64507760737
2.581,6.50089395844
2.582,5.87457030867
2.583,5.09064308217
2.584,4.10847297122
2.585,2.85831777857
2.586,1.79135653271
2.587,0.895411188224
2.588,0.28954764597
2.589,-0.0590038773258
2.59,0.0136287864364
2.591,0.425493034269
2.592,1.00628812944
2.593,1.83325157558
2.594,2.89776267201
2.595,3.64800230076
2.596,4.36034576636
2.597,4.77217395209
2.598,4.81732197831
2.599,4.37551696007
2.6,3.98632504739
2.601,3.38896862156
