Domain, Ia2
2.499,0.245311436826
2.5,0.245324865148
2.501,0.496880878331
2.502,1.0467899058
2.503,1.25352217561
2.504,1.32000510742
2.505,1.32793533032
2.506,1.30533404269
2.507,1.27632503263
2.508,1.25683941483
2.509,1.21568645174
2.51,1.07523993243
2.511,0.873582167093
2.512,0.772863828776
2.513,0.830246082388
2.514,0.953989104998
2.515,1.05864859659
2.516,1.11896180453
2.517,1.13562168497
2.518,1.09974178177
2.519,0.998060446106
2.52,0.816123070061
2.521,0.541497105944
2.522,0.232309283214
2.523,-0.0779473934095
2.524,-0.298764319535
2.525,-0.414650969401
2.526,-0.460013248568
2.527,-0.475581068458
2.528,-0.496712119742
2.529,-0.516327198814
2.53,-0.516285573327
2.531,-0.491024298575
2.532,-0.468375843495
2.533,-0.434723106394
2.534,-0.39190861142
2.535,-0.391199487961
2.536,-0.393805240682
2.537,-0.389981591229
2.538,-0.360718454523
2.539,-0.310190025452
2.54,-0.235821203388
2.541,-0.141564634574
2.542,-0.0335220748146
2.543,0.104675747765
2.544,0.231085621414
2.545,0.277996353361
2.546,0.315065795147
2.547,0.386181997023
2.548,0.464305037191
2.549,0.527672849338
2.55,0.578865339026
2.551,0.614161827757
2.552,0.625004541686
2.553,0.625271571791
2.554,0.632777381143
2.555,0.639434703292
2.556,0.626913033689
2.557,0.605177025542
2.558,0.583984566529
2.559,0.560999335331
2.56,0.535242635872
2.561,0.503907672
2.562,0.461322641635
2.563,0.406479977443
2.564,0.347905152512
2.565,0.293503710234
2.566,0.253637422974
2.567,0.234163329246
2.568,0.22166505752
2.569,0.207198990266
2.57,0.192395402383
2.571,0.179518876112
2.572,0.168003251554
2.573,0.155182025308
2.574,0.146548616515
2.575,0.13799093358
2.576,0.127960973358
2.577,0.121864201164
2.578,0.126388440609
2.579,0.140479725398
2.58,0.159560427986
2.581,0.171521388783
2.582,0.178738529174
2.583,0.186279548333
2.584,0.194966436034
2.585,0.207182187463
2.586,0.217331158912
2.587,0.22577303928
2.588,0.233931068045
2.589,0.240682743861
2.59,0.248873185838
2.591,0.257716552706
2.592,0.265008618968
2.593,0.271321595361
2.594,0.27613532375
2.595,0.278917816211
2.596,0.281629963344
2.597,0.283915942594
2.598,0.284759993326
2.599,0.285843855918
2.6,0.285792645738
2.601,0.285321255144
