Domain, Ia2
2.499,0.245105669627
2.5,0.245247655873
2.501,0.378317645955
2.502,0.574288047005
2.503,0.622189970875
2.504,0.635510731288
2.505,0.63908610071
2.506,0.637701557039
2.507,0.635060442292
2.508,0.626193888643
2.509,0.599109276903
2.51,0.565433094306
2.511,0.531653415056
2.512,0.49395407663
2.513,0.476334186242
2.514,0.485334145909
2.515,0.514838113115
2.516,0.539280504063
2.517,0.554281041347
2.518,0.555341755943
2.519,0.540599552289
2.52,0.512146694133
2.521,0.477630449938
2.522,0.433164919032
2.523,0.380710964867
2.524,0.330158229684
2.525,0.300963465384
2.526,0.296041875581
2.527,0.295946985197
2.528,0.294029228246
2.529,0.290402243918
2.53,0.285674542744
2.531,0.28201120898
2.532,0.281025925297
2.533,0.282510007907
2.534,0.283020414314
2.535,0.281548785082
2.536,0.27947479136
2.537,0.275587278927
2.538,0.272169806101
2.539,0.269373418672
2.54,0.267510645124
2.541,0.267010761159
2.542,0.264761084403
2.543,0.26147112459
2.544,0.257768737005
2.545,0.253290307707
2.546,0.248854789086
2.547,0.244656829256
2.548,0.240546376592
2.549,0.236764548963
2.55,0.234279941244
2.551,0.23196502563
2.552,0.230136168629
2.553,0.22926774187
2.554,0.229557519955
2.555,0.230836233836
2.556,0.231703802775
2.557,0.232532837111
2.558,0.233877874067
2.559,0.233898569679
2.56,0.234696340848
2.561,0.235135920775
2.562,0.235380599669
2.563,0.234820548215
2.564,0.23362142059
2.565,0.231931984516
2.566,0.230301947183
2.567,0.228434610414
2.568,0.226755508981
2.569,0.226994999761
2.57,0.227953526404
2.571,0.229935865462
2.572,0.231468274947
2.573,0.233152731946
2.574,0.235186452558
2.575,0.237330307263
2.576,0.239102396498
2.577,0.241162316879
2.578,0.242401076169
2.579,0.243895159047
2.58,0.244736664852
2.581,0.244916900437
2.582,0.245352257737
2.583,0.24577814665
2.584,0.246430808193
2.585,0.247528734347
2.586,0.248817992991
2.587,0.249029177305
2.588,0.24917224777
2.589,0.249508045224
2.59,0.250304724911
2.591,0.25185277733
2.592,0.253215334401
2.593,0.254779193736
2.594,0.256285749575
2.595,0.257283623491
2.596,0.258329825495
2.597,0.259550681881
2.598,0.259327718729
2.599,0.259556505828
2.6,0.259962368872
2.601,0.259171651702
