Domain, Ia2
2.499,0.245105669627
2.5,0.245247655873
2.501,0.379799073917
2.502,0.843228370122
2.503,1.03387077268
2.504,1.12230491869
2.505,1.15170724991
2.506,1.15326165918
2.507,1.14349753111
2.508,1.12757224961
2.509,1.08945485894
2.51,1.00005334422
2.511,0.852398980754
2.512,0.709888147649
2.513,0.647080620313
2.514,0.683089897648
2.515,0.772300386847
2.516,0.864363142933
2.517,0.928963634446
2.518,0.950377173473
2.519,0.923798984303
2.52,0.847323239282
2.521,0.72478666315
2.522,0.553061779393
2.523,0.327326697949
2.524,0.130832940071
2.525,-0.0128428292932
2.526,-0.144678168923
2.527,-0.217385220891
2.528,-0.243860816046
2.529,-0.247613411182
2.53,-0.253990912293
2.531,-0.251637638377
2.532,-0.252870745194
2.533,-0.228624314736
2.534,-0.177350068647
2.535,-0.146337386414
2.536,-0.120285372547
2.537,-0.0945299752711
2.538,-0.0959064033918
2.539,-0.0928609498018
2.54,-0.071768038832
2.541,-0.0362399440843
2.542,0.00155089159262
2.543,0.0420869785185
2.544,0.0942595846618
2.545,0.154839555416
2.546,0.204896231091
2.547,0.232301838518
2.548,0.250292025625
2.549,0.263820600404
2.55,0.278905102807
2.551,0.294811563351
2.552,0.311675857278
2.553,0.323829944827
2.554,0.333996703983
2.555,0.351318846971
2.556,0.366324323272
2.557,0.369133912414
2.558,0.370490188421
2.559,0.369579777355
2.56,0.361984605517
2.561,0.353002264363
2.562,0.335469265682
2.563,0.313352080028
2.564,0.292182017705
2.565,0.272404824559
2.566,0.26401224096
2.567,0.254375220664
2.568,0.246820217739
2.569,0.242710561665
2.57,0.240835386126
2.571,0.239335648265
2.572,0.238862645211
2.573,0.237900672608
2.574,0.237659565552
2.575,0.23841486751
2.576,0.239717716469
2.577,0.242542577331
2.578,0.246064139556
2.579,0.247282460723
2.58,0.247563081222
2.581,0.246916100057
2.582,0.24646700868
2.583,0.246720916019
2.584,0.247622849103
2.585,0.248661184272
2.586,0.250106516559
2.587,0.252280216348
2.588,0.255131728759
2.589,0.259319610813
2.59,0.264273682594
2.591,0.270089638755
2.592,0.275800649854
2.593,0.281804723445
2.594,0.287926684522
2.595,0.29263743273
2.596,0.296133792298
2.597,0.299378948924
2.598,0.300943962035
2.599,0.301420437111
2.6,0.300965574625
2.601,0.300439134364
