Domain, Ia2
2.499,0.2451881228
2.5,0.245544316312
2.501,0.245478808699
2.502,0.246448576109
2.503,0.607884286766
2.504,1.15033218684
2.505,1.3473690995
2.506,1.37316409604
2.507,1.28634869156
2.508,1.04061255786
2.509,0.774741838163
2.51,0.668778779345
2.511,0.6490788005
2.512,0.648865578628
2.513,0.659737154465
2.514,0.657574250108
2.515,0.612759589839
2.516,0.549141206394
2.517,0.462824849335
2.518,0.363652717489
2.519,0.31026865189
2.52,0.311649527542
2.521,0.333300701037
2.522,0.333352793246
2.523,0.299717812912
2.524,0.22419668108
2.525,0.0820850241089
2.526,-0.0903313186256
2.527,-0.229353808748
2.528,-0.299279648937
2.529,-0.301070639487
2.53,-0.263881930167
2.531,-0.238672056266
2.532,-0.248196456209
2.533,-0.262166214395
2.534,-0.269303974607
2.535,-0.211547044282
2.536,-0.100180698177
2.537,0.037168385074
2.538,0.172866074377
2.539,0.253017304916
2.54,0.289343704455
2.541,0.302586095085
2.542,0.327393041935
2.543,0.366030143049
2.544,0.418096374538
2.545,0.456810054928
2.546,0.469013748933
2.547,0.458298223672
2.548,0.449525705029
2.549,0.449709595803
2.55,0.451201260453
2.551,0.444288243316
2.552,0.43051972541
2.553,0.422459277155
2.554,0.42010841658
2.555,0.411598289913
2.556,0.395180402048
2.557,0.375185882057
2.558,0.33673791992
2.559,0.290522912083
2.56,0.264056420316
2.561,0.258207149474
2.562,0.257716071177
2.563,0.249868252191
2.564,0.233527242016
2.565,0.214432679227
2.566,0.198604468291
2.567,0.184872585269
2.568,0.176710485623
2.569,0.17698562175
2.57,0.177596404843
2.571,0.174470843416
2.572,0.168944608907
2.573,0.164979394702
2.574,0.162114913699
2.575,0.169894377963
2.576,0.183202645783
2.577,0.195126155812
2.578,0.20619655283
2.579,0.220306760404
2.58,0.234223421415
2.581,0.248693054115
2.582,0.260300017855
2.583,0.268936653728
2.584,0.274286754059
2.585,0.277410399563
2.586,0.279100974979
2.587,0.279967468042
2.588,0.279615756855
2.589,0.277226696954
2.59,0.274554632616
2.591,0.272685543556
2.592,0.271237380998
2.593,0.27116491225
2.594,0.273069199176
2.595,0.274786492871
2.596,0.274778503286
2.597,0.274472374815
2.598,0.274020982695
2.599,0.274004546802
2.6,0.272389228057
2.601,0.271042335435
